JOURNALCODE|JOURNALLIB|ECRITURENUM|ECRITUREDATE|COMPTENUM|COMPTELIB|COMPAUXNUM|COMPAUXLIB|PIECEREF|PIECEDATE|ECRITURELIB|DEBIT|CREDIT|ECRITURELET|DATELET|VALIDDATE|MONTANTDEVISE|IDEVISE|DATERGLT|MODERGLT|NATOP|IDCLIENT|
1A |A NOUVEAUX                    |1        |20240101|101000              |CAPITAL SOCIAL OU PERSONNEL                       |                    |                                                  |1A1                 |20240101|CAPITAL SOCIAL OU PERSONNEL                       |000000000000000|000000003225,37|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|164000              |EMPRUNT BPL 132.000¤                              |                    |                                                  |1A1                 |20240101|EMPRUNT BPL 132.000¤                              |000000000000000|000000106129,38|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|211000              |TERRAINS                                          |                    |                                                  |1A1                 |20240101|TERRAINS                                          |000000013350,00|000000000000000|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|213100              |CONSTRUCTIONS SUR SOL PROPRE                      |                    |                                                  |1A1                 |20240101|CONSTRUCTIONS SUR SOL PROPRE                      |000000075650,00|000000000000000|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |1A1                 |20240101|IMMO.CORPORELLES EN COURS                         |000000008732,35|000000000000000|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|281310              |AMORT.CONSTRUCTIONS SUR SOL PR                    |                    |                                                  |1A1                 |20240101|AMORT.CONSTRUCTIONS SUR SOL PR                    |000000000000000|000000001775,67|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|467000              |FONDS TRAVAUX FONCIA                              |                    |                                                  |1A1                 |20240101|FONDS TRAVAUX FONCIA                              |000000000750,41|000000000000000|    |        |20240926|               |          |        |     |                              |                              |
1A |A NOUVEAUX                    |1        |20240101|129000              |PERTE DE L'EXERCICE                               |                    |                                                  |1A1                 |20240101|Pertes                                            |000000012647,66|000000000000000|    |        |20240926|               |          |        |     |                              |                              |
AC |ACHATS                        |1        |20240101|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.04               |20240101|LEROY MERLIN - Mobiliers                          |000000000000000|000000000027,60|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |1        |20240101|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.04               |20240101|LEROY MERLIN - Mobiliers                          |000000000027,60|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |2        |20240101|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.05               |20240101|BUT - Mobiliers + Décos                           |000000000000000|000000000290,60|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |2        |20240101|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.05               |20240101|BUT - Mobiliers + Décos                           |000000000290,60|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |3        |20240115|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.06               |20240115|MAISONS DU MONDE - Chaises jardins                |000000000000000|000000000239,90|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |3        |20240115|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.06               |20240115|MAISONS DU MONDE - Chaises jardins                |000000000239,90|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |4        |20240125|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.01               |20240125|LEROY MERLIN - Sols                               |000000000000000|000000000351,80|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |4        |20240125|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.01               |20240125|LEROY MERLIN - Sols                               |000000000351,80|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |5        |20240125|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.03               |20240125|LEROY MERLIN - Sanitaire + Electricité            |000000000000000|000000001216,44|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |5        |20240125|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.03               |20240125|LEROY MERLIN - Sanitaire + Electricité            |000000001216,44|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |6        |20240127|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |01.02               |20240127|BATIVAL57 - Peinture + Pose Cuisine               |000000000000000|000000000880,06|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |6        |20240127|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |01.02               |20240127|BATIVAL57 - Peinture + Pose Cuisine               |000000000880,06|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |7        |20240203|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.21               |20240203|AMAZON - Coupe Légumes                            |000000000000000|000000000034,99|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |7        |20240203|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |02.21               |20240203|AMAZON - Coupe Légumes                            |000000000034,99|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |8        |20240206|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.15               |20240206|ECS HABITAT - Acompte Début Chantier              |000000000000000|000000003000,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |8        |20240206|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.15               |20240206|ECS HABITAT - Acompte Début Chantier              |000000003000,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |9        |20240207|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.02               |20240207|LEROY MERLIN - DECOUPE PLAN TRAVAIL               |000000000000000|000000000015,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |9        |20240207|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.02               |20240207|LEROY MERLIN - DECOUPE PLAN TRAVAIL               |000000000015,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |10       |20240207|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.08               |20240207|LEROY MERLIN - Avoir Sanitaires                   |000000000159,00|000000000000000|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |10       |20240207|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |02.08               |20240207|LEROY MERLIN - Avoir Sanitaires                   |000000000000000|000000000159,00|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |11       |20240207|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.10               |20240207|LEROY MERLIN - Sols                               |000000000000000|000000000351,80|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |11       |20240207|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.10               |20240207|LEROY MERLIN - Sols                               |000000000351,80|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |12       |20240212|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.14               |20240212|ECS HABITAT - Acompte                             |000000000000000|000000002800,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |12       |20240212|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.14               |20240212|ECS HABITAT - Acompte                             |000000002800,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |13       |20240213|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.09               |20240213|LEROY MERLIN - Sols                               |000000000000000|000000000169,60|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |13       |20240213|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.09               |20240213|LEROY MERLIN - Sols                               |000000000169,60|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |14       |20240213|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.18               |20240213|SPE METZ - Peintures                              |000000000000000|000000000075,35|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |14       |20240213|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.18               |20240213|SPE METZ - Peintures                              |000000000075,35|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |15       |20240215|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.07               |20240215|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000130,09|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |15       |20240215|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.07               |20240215|LEROY MERLIN - Divers Fournitures                 |000000000130,09|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |16       |20240216|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.12               |20240216|LEROY MERLIN - Electroménager                     |000000000000000|000000001626,21|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |16       |20240216|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.12               |20240216|LEROY MERLIN - Electroménager                     |000000001626,21|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |17       |20240216|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.16               |20240216|LEROY MERLIN - Cuisine                            |000000000000000|000000004813,50|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |17       |20240216|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.16               |20240216|LEROY MERLIN - Cuisine                            |000000004813,50|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |18       |20240219|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.03               |20240219|LEROY MERLIN - PEINTURE                           |000000000000000|000000000025,90|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |18       |20240219|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.03               |20240219|LEROY MERLIN - PEINTURE                           |000000000025,90|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |19       |20240219|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.19               |20240219|BUT - Mobiliers                                   |000000000000000|000000001142,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |19       |20240219|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.19               |20240219|BUT - Mobiliers                                   |000000001142,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |20       |20240219|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.20               |20240219|BUT - Literie                                     |000000000000000|000000000419,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |20       |20240219|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.20               |20240219|BUT - Literie                                     |000000000419,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |21       |20240219|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.23               |20240219|BUT - Décos                                       |000000000000000|000000000074,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |21       |20240219|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.23               |20240219|BUT - Décos                                       |000000000074,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |22       |20240220|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.22               |20240220|BUT - Kit Superposition Electromenager            |000000000000000|000000000059,99|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |22       |20240220|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.22               |20240220|BUT - Kit Superposition Electromenager            |000000000059,99|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |23       |20240220|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.25               |20240220|BUT - Electroménagers                             |000000000000000|000000001179,95|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |23       |20240220|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.25               |20240220|BUT - Electroménagers                             |000000001179,95|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |24       |20240222|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.04               |20240222|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000067,70|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |24       |20240222|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.04               |20240222|LEROY MERLIN - Divers Fournitures                 |000000000067,70|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |25       |20240223|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.05               |20240223|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000081,30|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |25       |20240223|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.05               |20240223|LEROY MERLIN - Divers Fournitures                 |000000000081,30|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |26       |20240224|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.11               |20240224|LEROY MERLIN - Plan Travail                       |000000000000000|000000000537,30|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |26       |20240224|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.11               |20240224|LEROY MERLIN - Plan Travail                       |000000000537,30|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |27       |20240225|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.13               |20240225|BATIVAL57 - Solde Peinture + Pose Cuisine         |000000000000000|000000001320,09|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |27       |20240225|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.13               |20240225|BATIVAL57 - Solde Peinture + Pose Cuisine         |000000001320,09|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |28       |20240225|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.24               |20240225|MAISONS DU MONDE - Mobiliers                      |000000000000000|000000000302,50|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |28       |20240225|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.24               |20240225|MAISONS DU MONDE - Mobiliers                      |000000000302,50|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |29       |20240226|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.01               |20240226|LEROY MERLIN - DIVERS ELECTRICITE                 |000000000000000|000000000015,30|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |29       |20240226|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.01               |20240226|LEROY MERLIN - DIVERS ELECTRICITE                 |000000000015,30|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |30       |20240227|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.06               |20240227|OCHILK&CO - Electricitité                         |000000000000000|000000000120,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |30       |20240227|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.06               |20240227|OCHILK&CO - Electricitité                         |000000000120,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |31       |20240227|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |02.17               |20240227|SPE METZ - Peinture                               |000000000000000|000000000018,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |31       |20240227|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |02.17               |20240227|SPE METZ - Peinture                               |000000000018,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |32       |20240306|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.30               |20240306|SKLUM - Décos                                     |000000000000000|000000000342,62|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |32       |20240306|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.30               |20240306|SKLUM - Décos                                     |000000000342,62|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |33       |20240307|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.25               |20240307|AMAZON - Balai entretien                          |000000000000000|000000000029,99|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |33       |20240307|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |03.25               |20240307|AMAZON - Balai entretien                          |000000000029,99|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |34       |20240307|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.26               |20240307|AMAZON - Décos + Fournitures diverses             |000000000000000|000000000279,46|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |34       |20240307|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.26               |20240307|AMAZON - Décos + Fournitures diverses             |000000000279,46|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |35       |20240308|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.08               |20240308|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000098,80|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |35       |20240308|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.08               |20240308|LEROY MERLIN - Divers Fournitures                 |000000000098,80|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |36       |20240308|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.13               |20240308|ZODIO - Décos                                     |000000000000000|000000000085,39|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |36       |20240308|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.13               |20240308|ZODIO - Décos                                     |000000000085,39|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |37       |20240309|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.12               |20240309|SP SOL - Sols                                     |000000000000000|000000004813,01|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |37       |20240309|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.12               |20240309|SP SOL - Sols                                     |000000004813,01|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |38       |20240311|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.10               |20240311|ECS HABITAT - Fin Chantier                        |000000000000000|000000001500,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |38       |20240311|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.10               |20240311|ECS HABITAT - Fin Chantier                        |000000001500,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |39       |20240311|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.15               |20240311|CASTORAMA - Décos                                 |000000000000000|000000000033,80|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |39       |20240311|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.15               |20240311|CASTORAMA - Décos                                 |000000000033,80|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |40       |20240312|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.14               |20240312|IKEA - Mobilier + Décos                           |000000000000000|000000000151,41|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |40       |20240312|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.14               |20240312|IKEA - Mobilier + Décos                           |000000000151,41|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |41       |20240312|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.16               |20240312|IKEA - Décos                                      |000000000000000|000000000091,34|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |41       |20240312|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.16               |20240312|IKEA - Décos                                      |000000000091,34|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |42       |20240312|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.17               |20240312|IKEA - Décos                                      |000000000000000|000000000154,01|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |42       |20240312|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.17               |20240312|IKEA - Décos                                      |000000000154,01|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |43       |20240312|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.31               |20240312|SKLUM - Mobiliers                                 |000000000000000|000000000426,77|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |43       |20240312|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.31               |20240312|SKLUM - Mobiliers                                 |000000000426,77|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |44       |20240313|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.23               |20240313|AMAZON - Banc Etagères                            |000000000000000|000000000031,99|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |44       |20240313|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.23               |20240313|AMAZON - Banc Etagères                            |000000000031,99|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |45       |20240313|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.24               |20240313|AMAZON - Literie                                  |000000000000000|000000000294,12|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |45       |20240313|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.24               |20240313|AMAZON - Literie                                  |000000000294,12|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |46       |20240316|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.01               |20240316|LEROY MERLIN - Sacs poubelles                     |000000000000000|000000000005,40|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |46       |20240316|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |03.01               |20240316|LEROY MERLIN - Sacs poubelles                     |000000000005,40|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |47       |20240316|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.09               |20240316|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000124,50|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |47       |20240316|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.09               |20240316|LEROY MERLIN - Divers Fournitures                 |000000000124,50|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |48       |20240319|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.27               |20240319|DARTY - Cafetière                                 |000000000000000|000000000069,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |48       |20240319|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.27               |20240319|DARTY - Cafetière                                 |000000000069,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |49       |20240321|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.03               |20240321|LEROY MERLIN - DECOS                              |000000000000000|000000000026,90|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |49       |20240321|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.03               |20240321|LEROY MERLIN - DECOS                              |000000000026,90|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |50       |20240321|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.07               |20240321|LEROY MERLIN - Divers Fournitures                 |000000000000000|000000000092,40|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |50       |20240321|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.07               |20240321|LEROY MERLIN - Divers Fournitures                 |000000000092,40|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |51       |20240321|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.11               |20240321|ECS HABITAT - Pose Sanitaires                     |000000000000000|000000001879,00|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |51       |20240321|231000              |IMMO.CORPORELLES EN COURS                         |                    |                                                  |03.11               |20240321|ECS HABITAT - Pose Sanitaires                     |000000001879,00|000000000000000|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |52       |20240323|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.02               |20240323|LEROY MERLIN - AVOIR POIGNEE                      |000000000019,90|000000000000000|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |52       |20240323|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |03.02               |20240323|LEROY MERLIN - AVOIR POIGNEE                      |000000000000000|000000000019,90|    |        |20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |53       |20240323|401000              |FOURNISSEURS                                      |0DIVER              |DIVERS FOURNISSEURS                               |03.04               |20240323|LEROY MERLIN - Avoir Verrou                       |000000000059,90|000000000000000|MAAA|20250404|20250407|               |          |        |     |                              |                              |
AC |ACHATS                        |53       |20240323|606300              |FOURN. ENTRET. ET PT. EQUIPT.                     |                    |                                                  |03.04               |20240323|LEROY MERLIN - Avoir Verrou                       |000000000000000|000000000059,90|    |        |20250407|               |          |        |     |                              |                              |
